Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,98.25,98.86000061035156,97.68000030517578,98.86000061035156,98.48664093017578,708900
2020-01-03,96.70999908447266,97.68000030517578,95.7699966430664,96.98999786376953,96.62370300292969,558900
2020-01-06,96.37000274658203,98.05000305175781,96.05000305175781,98.0,97.62989044189453,464700
2020-01-07,97.7300033569336,98.98999786376953,97.27999877929688,98.80000305175781,98.4268798828125,441800
2020-01-08,98.83999633789062,99.73999786376953,97.26000213623047,98.58999633789062,98.21765899658203,597600
2020-01-09,99.22000122070312,99.91000366210938,98.62000274658203,99.86000061035156,99.48286437988281,445400
2020-01-10,100.0,101.16000366210938,99.70999908447266,100.33999633789062,99.96104431152344,471300
2020-01-13,100.37999725341797,100.94999694824219,99.91999816894531,100.62999725341797,100.24994659423828,398200
2020-01-14,100.20999908447266,102.05999755859375,100.20999908447266,101.69000244140625,101.30596160888672,785200
2020-01-15,101.70999908447266,102.45999908447266,101.55999755859375,101.7300033569336,101.3458023071289,377700
2020-01-16,102.11000061035156,102.30000305175781,100.86000061035156,101.22000122070312,100.90716552734375,567000
2020-01-17,101.58999633789062,101.81999969482422,101.1500015258789,101.31999969482422,101.00685119628906,853800
2020-01-21,101.0,101.70999908447266,100.55000305175781,101.33999633789062,101.02678680419922,833000
2020-01-22,101.80999755859375,102.30000305175781,100.5999984741211,100.81999969482422,100.5083999633789,606600
2020-01-23,100.37999725341797,100.7699966430664,98.80999755859375,99.38999938964844,99.08280944824219,824400
2020-01-24,99.88999938964844,99.94999694824219,99.0,99.77999877929688,99.47161102294922,916100
2020-01-27,98.4000015258789,99.06999969482422,97.83999633789062,98.66999816894531,98.36504364013672,1113100
2020-01-28,97.5,99.61000061035156,95.01000213623047,97.52999877929688,97.22856903076172,1837900
2020-01-29,98.0,99.44999694824219,97.04000091552734,98.5,98.19556427001953,892000
2020-01-30,97.33999633789062,98.23999786376953,94.62999725341797,95.43000030517578,95.13505554199219,959900
2020-01-31,95.1500015258789,95.30999755859375,91.94999694824219,92.4800033569336,92.19417572021484,965000
2020-02-03,93.44999694824219,94.11000061035156,92.52999877929688,92.87000274658203,92.58297729492188,990100
2020-02-04,93.86000061035156,95.0,93.41999816894531,94.23999786376953,93.94873809814453,603000
2020-02-05,95.5,96.95999908447266,95.33000183105469,96.22000122070312,95.92261505126953,648800
2020-02-06,96.69999694824219,96.69999694824219,95.5,95.5999984741211,95.30453491210938,376500
2020-02-07,95.0,95.69999694824219,92.47000122070312,93.06999969482422,92.78235626220703,597800
2020-02-10,92.37000274658203,94.5999984741211,92.29000091552734,94.26000213623047,93.96868133544922,396100
2020-02-11,94.9800033569336,96.22000122070312,94.80000305175781,95.86000061035156,95.56372833251953,502200
